id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
37812265,2020/01/20 12:47 PM JST,2020-01-20,2020-01-20 03:47:00 UTC,Tokyo,398475,belvedere04,2020-01-21 11:46:36 UTC,2020-01-21 12:06:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37812265,https://inaturalist-open-data.s3.amazonaws.com/photos/60019256/medium.jpg,,"","Japanese name: トビ / トンビ, tobi, or tonbi.",0,0,false,,"Nishi Ward, Saitama, Japan",35.8816394484,139.5651555061,31,,,,31,,open,false,,,Black-eared Kite,Milvus migrans lineatus,Black-eared Kite,Aves,199506
37812485,2020/01/20 12:50 PM JST,2020-01-20,2020-01-20 03:50:00 UTC,Tokyo,398475,belvedere04,2020-01-21 12:04:02 UTC,2020-01-21 13:34:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37812485,https://inaturalist-open-data.s3.amazonaws.com/photos/60019705/medium.jpg,,"","Japanese name: hakusekirei, ハクセキレイ, 白鶺鴒.",1,0,false,,"Nishi Ward, Saitama, Japan",35.8746143531,139.5719310311,31,,,,31,,open,false,,,White Wagtail,Motacilla alba,White Wagtail,Aves,13695
37812523,2020/01/20 1:04 PM JST,2020-01-20,2020-01-20 04:04:00 UTC,Tokyo,398475,belvedere04,2020-01-21 12:08:45 UTC,2020-01-21 19:06:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/37812523,https://inaturalist-open-data.s3.amazonaws.com/photos/60019803/medium.jpg,,"","Japanese name: モズ, mozu.
Male。",0,0,false,,"Muneoka, Shiki, Saitama 353-0008, Japan",35.8452756115,139.5982692774,31,,,,31,,open,false,,,Bull-headed Shrike,Lanius bucephalus,Bull-headed Shrike,Aves,12051
38385202,2020/02/07 12:48 PM JST,2020-02-07,2020-02-07 03:48:00 UTC,Tokyo,398475,belvedere04,2020-02-07 12:01:21 UTC,2020-02-07 12:50:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38385202,https://inaturalist-open-data.s3.amazonaws.com/photos/60998980/medium.jpg,,"","Japanese name: モズ, mozu.
Male.",0,0,false,,"Nishi Ward, Saitama, Japan",35.8916927832,139.5591958149,8,,,,8,,open,false,,,Bull-headed Shrike,Lanius bucephalus,Bull-headed Shrike,Aves,12051
38385569,2020/02/07 1:34 PM JST,2020-02-07,2020-02-07 04:34:00 UTC,Tokyo,398475,belvedere04,2020-02-07 12:35:29 UTC,2020-02-07 12:49:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/38385569,https://inaturalist-open-data.s3.amazonaws.com/photos/60999661/medium.jpg,,"","Japanese name: カシラダカ, kashiradaka.
A small flock.",0,0,false,,Japan,35.9600214845,139.7103913433,15,,,,28620,,obscured,true,,,Rustic Bunting,Emberiza rustica,Rustic Bunting,Aves,9188
39271971,2019/10/30 3:36 PM JST,2019-10-30,2019-10-30 06:36:00 UTC,Tokyo,1257222,bunchou,2020-02-27 07:44:12 UTC,2020-02-27 07:44:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39271971,https://inaturalist-open-data.s3.amazonaws.com/photos/62284634/medium.jpeg,,"",,0,0,false,,日本、埼玉県さいたま市見沼区,35.894855,139.6560966667,,,,,,,,false,,,Bidens pilosa,Bidens pilosa,Hairy Beggarticks,Plantae,50203
39271972,2019/10/30 3:45 PM JST,2019-10-30,2019-10-30 06:45:00 UTC,Tokyo,1257222,bunchou,2020-02-27 07:44:12 UTC,2020-02-27 07:44:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39271972,https://inaturalist-open-data.s3.amazonaws.com/photos/62284679/medium.jpeg,,"",,0,0,false,,日本、埼玉県さいたま市見沼区,35.8947600292,139.656411785,2,,,,2,,,false,,,ハッカ,Mentha canadensis,American cornmint,Plantae,77991
39638504,Sat Mar 07 2020 14:29:53 GMT+0900 (GMT+9),2020-03-07,2020-03-07 05:29:53 UTC,Osaka,2488849,northv,2020-03-07 05:30:11 UTC,2020-03-07 05:30:19 UTC,needs_id,,https://www.inaturalist.org/observations/39638504,https://static.inaturalist.org/photos/62906592/medium.jpg,,"",,0,0,false,3,"与野公園, さいたま市中央区, 埼玉県, JP",35.8823154308,139.617981976,5,,,,5,,,false,,,,Narcissus,daffodils,Plantae,53597
39638533,Sat Mar 07 2020 14:30:54 GMT+0900 (GMT+9),2020-03-07,2020-03-07 05:30:54 UTC,Osaka,2488849,northv,2020-03-07 05:31:19 UTC,2021-03-30 04:22:32 UTC,research,,https://www.inaturalist.org/observations/39638533,https://static.inaturalist.org/photos/62906638/medium.jpg,,"",,1,0,false,3,"与野公園, さいたま市中央区, 埼玉県, JP",35.8824773692,139.6181157512,10,,,,10,,,false,,,ハナニラ,Ipheion uniflorum,Spring starflower,Plantae,77493
39917859,Fri Mar 13 2020 16:17:42 GMT+0800 (GMT+8),2020-03-13,2020-03-13 08:17:42 UTC,Australia/Perth,1265218,shinji4,2020-03-13 08:25:29 UTC,2020-03-14 01:29:00 UTC,needs_id,,https://www.inaturalist.org/observations/39917859,https://static.inaturalist.org/photos/63380655/medium.jpg,,"",,0,0,false,3,"Shimoochiai 5-Chōme, Chuo-Ku, Saitama-Shi, Saitama, JP",35.8847355204,139.6280947213,124,,,,124,,,false,,,,Plantae,plants,Plantae,47126
39953891,2019-07-06 12:52:00 午後 JST,2019-07-06,2019-07-06 03:52:00 UTC,Tokyo,2642192,t_moro,2020-03-14 03:40:57 UTC,2020-03-14 17:20:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39953891,https://inaturalist-open-data.s3.amazonaws.com/photos/63442562/medium.jpeg,,"",,1,0,false,2,"Saitama, JP-ST, JP",35.9313579735,139.6208852157,1052,,,,1052,,,false,gps,gps,Citrus long-horned beetle,Anoplophora chinensis,Citrus Longhorn Beetle,Insecta,199326
39953901,2019-07-26 1:39:51 午後 JST,2019-07-26,2019-07-26 04:39:51 UTC,Tokyo,2642192,t_moro,2020-03-14 03:41:28 UTC,2022-07-12 08:10:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/39953901,https://inaturalist-open-data.s3.amazonaws.com/photos/63442580/medium.jpeg,,"",左前翅欠損,2,0,false,2,"Saitama, JP-ST, JP",35.9450114232,139.5869043097,17,,,,17,,,false,gps,gps,Red Ring Skirt,Hestina assimilis,Red Ring Skirt,Insecta,324771
40516495,Sun Mar 22 2020 15:05:19 GMT+0900 (GMT+9),2020-03-22,2020-03-22 06:05:19 UTC,Osaka,1656720,nyazawa,2020-03-22 11:38:08 UTC,2020-03-22 11:43:10 UTC,research,,https://www.inaturalist.org/observations/40516495,https://static.inaturalist.org/photos/64208246/medium.jpg,,"",,2,0,false,3,"大宮公園, さいたま市大宮区, 埼玉県, JP",35.91940333,139.630905,10,,,,10,,open,false,,,Eurasian Coot,Fulica atra,Eurasian Coot,Aves,482
40866419,Sat Mar 28 2020 14:41:06 GMT+0900 (GMT+9),2020-03-28,2020-03-28 05:41:06 UTC,Osaka,880782,shimokou,2020-03-28 05:44:45 UTC,2020-03-31 12:49:26 UTC,research,,https://www.inaturalist.org/observations/40866419,https://static.inaturalist.org/photos/64788932/medium.jpg,,"",,2,0,false,3,"大宮第二公園, さいたま市大宮区, 埼玉県, JP",35.9145613248,139.6442879924,5,,,,5,,open,false,,,Eastern Spot-billed Duck,Anas zonorhyncha,Eastern Spot-billed Duck,Aves,72504
41432976,2018/02/15 2:32 PM HST,2018-02-15,2018-02-16 00:32:00 UTC,Hawaii,1765931,carlosbocos,2020-04-05 11:12:06 UTC,2022-04-02 15:36:24 UTC,research,,https://www.inaturalist.org/observations/41432976,https://static.inaturalist.org/photos/65729946/medium.jpg,,"",,2,0,false,,"Midori Ward, Saitama, Japón",35.904795,139.6973016667,,,,,,,open,false,,,Обыкновенный зимородок,Alcedo atthis,Common Kingfisher,Aves,2599
41435412,2018/02/03 11:03 AM HST,2018-02-03,2018-02-03 21:03:00 UTC,Hawaii,1765931,carlosbocos,2020-04-05 12:13:51 UTC,2021-09-21 05:10:08 UTC,research,,https://www.inaturalist.org/observations/41435412,https://static.inaturalist.org/photos/65733687/medium.jpg,,"",,6,0,false,,"Midori Ward, Saitama, Japón",35.90541,139.6963316667,,,,,,,open,false,,,Sibirionetta formosa,Sibirionetta formosa,Baikal Teal,Aves,558428
41437391,2018/02/03 12:04 PM HST,2018-02-03,2018-02-03 22:04:00 UTC,Hawaii,1765931,carlosbocos,2020-04-05 12:57:47 UTC,2020-04-05 13:06:16 UTC,research,,https://www.inaturalist.org/observations/41437391,https://static.inaturalist.org/photos/65737080/medium.jpg,,"",,1,0,false,,"Midori Ward, Saitama, Japón",35.8931966667,139.7050966667,,,,,,,open,false,,,Meadow Bunting,Emberiza cioides,Meadow Bunting,Aves,9216
41437439,2018/02/03 10:58 AM HST,2018-02-03,2018-02-03 20:58:00 UTC,Hawaii,1765931,carlosbocos,2020-04-05 12:58:44 UTC,2020-04-05 14:04:16 UTC,research,,https://www.inaturalist.org/observations/41437439,https://static.inaturalist.org/photos/65737173/medium.jpg,,"",,3,0,false,,"Midori Ward, Saitama, Japón",35.9053333333,139.69645,,,,,,,open,false,,,Northern Pintail,Anas acuta,Northern Pintail,Aves,6933
41437487,2018/02/15 2:28 PM HST,2018-02-15,2018-02-16 00:28:00 UTC,Hawaii,1765931,carlosbocos,2020-04-05 12:59:40 UTC,2020-04-05 13:24:57 UTC,research,,https://www.inaturalist.org/observations/41437487,https://static.inaturalist.org/photos/65737258/medium.jpg,,"",,1,0,false,,"Midori Ward, Saitama, Japón",35.905635,139.6970516667,,,,,,,open,false,,,Brown-cheeked Rail,Rallus indicus,Brown-cheeked Rail,Aves,144477
41451404,2018/02/03 11:05 AM HST,2018-02-03,2018-02-03 21:05:00 UTC,Hawaii,1765931,carlosbocos,2020-04-05 16:14:21 UTC,2020-04-07 12:52:21 UTC,research,,https://www.inaturalist.org/observations/41451404,https://static.inaturalist.org/photos/65759719/medium.jpg,,"",,2,0,false,,"Midori Ward, Saitama, Japón",35.905385,139.6964566667,,,,,,,open,false,,,hvízdák eurasijský,Mareca penelope,Eurasian Wigeon,Aves,558441
41452939,2019/01/17 1:56 PM HST,2019-01-17,2019-01-17 23:56:00 UTC,Hawaii,1765931,carlosbocos,2020-04-05 16:32:15 UTC,2020-04-13 23:38:58 UTC,research,,https://www.inaturalist.org/observations/41452939,https://static.inaturalist.org/photos/65762110/medium.jpg,,"",,3,0,false,,"Midori Ward, Saitama, Japón",35.9054066667,139.6964,,,,,,,open,false,,,Anas zonorhyncha,Anas zonorhyncha,Eastern Spot-billed Duck,Aves,72504
41757749,Sat Mar 28 2020 14:32:27 GMT+0900 (GMT+9),2020-03-28,2020-03-28 05:32:27 UTC,Osaka,1704418,naturalist11843,2020-04-09 14:11:52 UTC,2020-04-10 16:10:18 UTC,research,,https://www.inaturalist.org/observations/41757749,https://static.inaturalist.org/photos/66252599/medium.jpg,,"",,1,0,false,3,"太田窪, さいたま市南区, 埼玉県, JP",35.85564667,139.67970333,13,,,,13,,,false,,,moss phlox,Phlox subulata,moss phlox,Plantae,68884
42058736,2019/10/30 4:18 PM UTC,2019-10-30,,UTC,2730611,naturalist27636,2020-04-13 02:22:22 UTC,2020-06-25 01:36:05 UTC,research,,https://www.inaturalist.org/observations/42058736,https://static.inaturalist.org/photos/66751404/medium.jpg,,"",,1,0,false,,日本、埼玉県さいたま市見沼区,35.8948593139,139.6561584472,,,,,,,,false,,,フタモンアシナガバチ,Polistes chinensis,Asian Paper Wasp,Insecta,199179
42742968,2020/04/21 1:17 PM JST,2020-04-21,2020-04-21 04:17:00 UTC,Tokyo,398475,belvedere04,2020-04-21 10:47:16 UTC,2020-04-21 11:41:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42742968,https://inaturalist-open-data.s3.amazonaws.com/photos/67881651/medium.jpg,,"","Japanese name: カルガモ, 軽鴨, karugamo.
",2,0,false,,"Sakura Ward, Saitama, Japan",35.8520964852,139.6334067011,15,,,,15,,open,false,,,Eastern Spot-billed Duck,Anas zonorhyncha,Eastern Spot-billed Duck,Aves,72504
42837126,Sun Apr 19 2020 13:00:13 GMT+0900 (GMT+9),2020-04-19,2020-04-19 04:00:13 UTC,Osaka,2801050,kazuok,2020-04-22 12:22:34 UTC,2020-05-22 11:19:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42837126,https://inaturalist-open-data.s3.amazonaws.com/photos/68029162/medium.jpg,,"",,2,0,false,3,"吉野町2丁目, さいたま市北区, 埼玉県, JP",35.9611887468,139.6129531672,505,,,,505,,,false,,,bird's-eye speedwell,Veronica persica,bird's-eye speedwell,Plantae,55666
42941365,2020/04/21 12:29 PM JST,2020-04-21,2020-04-21 03:29:00 UTC,Tokyo,398475,belvedere04,2020-04-23 10:59:23 UTC,2021-09-15 03:47:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42941365,https://inaturalist-open-data.s3.amazonaws.com/photos/68185186/medium.jpg,,"","Japanese name: カヤ, 榧, kaya.
""Yono's  big Kaya  与野の榧"", a monumental tree more than 1000 years old, planted in the Heian Period. Designated as National Natural Monument. Now it stands in the parking lot in front  of the Myoko Temple 妙行寺.",1,0,false,,"Chuo Ward, Saitama, Japan",35.8720065567,139.6270517155,4,,,,4,,open,false,,,kaya,Torreya nucifera,Japanese torreya,Plantae,55197
43268797,Sat Apr 25 2020 15:50:13 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:50:13 UTC,Osaka,1625828,yotani,2020-04-25 06:50:33 UTC,2020-04-25 06:50:41 UTC,needs_id,,https://www.inaturalist.org/observations/43268797,https://static.inaturalist.org/photos/68678677/medium.jpg,,"",,0,0,false,3,"神明1丁目, さいたま市南区, 埼玉県, JP",35.8467468666,139.663980771,10,,,,10,,,false,,,,Vicia,Vetches,Plantae,52472
43269117,Sat Apr 25 2020 15:52:26 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:52:26 UTC,Osaka,1625828,yotani,2020-04-25 06:52:50 UTC,2020-04-25 06:53:01 UTC,needs_id,,https://www.inaturalist.org/observations/43269117,https://static.inaturalist.org/photos/68678976/medium.jpg,,"",,0,0,false,3,"根岸1丁目, さいたま市南区, 埼玉県, JP",35.8462181781,139.6646243335,10,,,,10,,,false,,,,Papaver,poppies,Plantae,52504
43269220,Sat Apr 25 2020 15:53:15 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:53:15 UTC,Osaka,1625828,yotani,2020-04-25 06:53:48 UTC,2020-04-25 06:53:56 UTC,needs_id,,https://www.inaturalist.org/observations/43269220,https://static.inaturalist.org/photos/68679098/medium.jpg,,"",,0,0,false,3,"神明1丁目, さいたま市南区, 埼玉県, JP",35.8459682297,139.6646971723,10,,,,10,,,false,,,,Oxalis,woodsorrels,Plantae,47758
43269265,Sat Apr 25 2020 15:54:01 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:54:01 UTC,Osaka,1625828,yotani,2020-04-25 06:54:14 UTC,2020-04-25 07:44:32 UTC,research,,https://www.inaturalist.org/observations/43269265,https://static.inaturalist.org/photos/68679154/medium.jpg,,"",,1,0,false,3,"南本町2丁目, さいたま市南区, 埼玉県, JP",35.8459717082,139.664703291,12,,,,12,,,false,,,bird's-eye speedwell,Veronica persica,bird's-eye speedwell,Plantae,55666
43269334,Sat Apr 25 2020 15:54:31 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:54:31 UTC,Osaka,1625828,yotani,2020-04-25 06:54:47 UTC,2020-04-25 06:54:54 UTC,needs_id,,https://www.inaturalist.org/observations/43269334,https://static.inaturalist.org/photos/68679224/medium.jpg,,"",,0,0,false,3,"南本町2丁目, さいたま市南区, 埼玉県, JP",35.8460415714,139.6649832466,10,,,,10,,,false,,,,Taraxacum,dandelions,Plantae,47603
43269386,Sat Apr 25 2020 15:54:57 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:54:57 UTC,Osaka,1625828,yotani,2020-04-25 06:55:14 UTC,2020-05-01 19:20:53 UTC,research,,https://www.inaturalist.org/observations/43269386,https://static.inaturalist.org/photos/68679294/medium.jpg,,"",,2,0,false,3,"南本町2丁目, さいたま市南区, 埼玉県, JP",35.8460359974,139.6649657284,10,,,,10,,,false,,,red deadnettle,Lamium purpureum,red deadnettle,Plantae,55851
43269581,Sat Apr 25 2020 15:57:00 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:57:00 UTC,Osaka,1625828,yotani,2020-04-25 06:57:19 UTC,2020-04-25 06:57:29 UTC,needs_id,,https://www.inaturalist.org/observations/43269581,https://static.inaturalist.org/photos/68679591/medium.jpg,,"",,0,0,false,3,"神明1丁目, さいたま市南区, 埼玉県, JP",35.8461043937,139.6638068465,10,,,,10,,,false,,,,Vicia,Vetches,Plantae,52472
43269693,Sat Apr 25 2020 15:58:36 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:58:36 UTC,Osaka,1625828,yotani,2020-04-25 06:58:41 UTC,2020-11-11 14:22:35 UTC,needs_id,,https://www.inaturalist.org/observations/43269693,https://static.inaturalist.org/photos/68679746/medium.jpg,,"",,0,0,false,3,"根岸1丁目, さいたま市南区, 埼玉県, JP",35.8460747637,139.6630332807,10,,,,10,,,false,,,,Plantae,plants,Plantae,47126
43269740,Sat Apr 25 2020 15:59:12 GMT+0900 (GMT+9),2020-04-25,2020-04-25 06:59:12 UTC,Osaka,1625828,yotani,2020-04-25 06:59:28 UTC,2020-04-25 06:59:36 UTC,needs_id,,https://www.inaturalist.org/observations/43269740,https://static.inaturalist.org/photos/68679862/medium.jpg,,"",,0,0,false,3,"神明1丁目, さいたま市南区, 埼玉県, JP",35.8460613946,139.6628386529,10,,,,10,,,false,,,,Asteroideae,,Plantae,632790
43270712,Sat Apr 25 2020 16:11:56 GMT+0900 (GMT+9),2020-04-25,2020-04-25 07:11:56 UTC,Osaka,1625828,yotani,2020-04-25 07:12:31 UTC,2020-04-25 07:12:39 UTC,needs_id,,https://www.inaturalist.org/observations/43270712,https://static.inaturalist.org/photos/68681563/medium.jpg,,"",,0,0,false,3,"白幡1丁目, さいたま市南区, 埼玉県, JP",35.8475089912,139.6546842345,10,,,,10,,,false,,,,Hesperis,,Plantae,47698
43276940,Sat Apr 25 2020 17:27:30 GMT+0900 (GMT+9),2020-04-25,2020-04-25 08:27:30 UTC,Osaka,1704418,naturalist11843,2020-04-25 08:27:44 UTC,2020-05-08 08:37:43 UTC,research,,https://www.inaturalist.org/observations/43276940,https://static.inaturalist.org/photos/68690930/medium.jpg,,"",,1,0,false,3,"太田窪, さいたま市南区, 埼玉県, JP",35.8557130054,139.6796737503,20,,,,20,,,false,,,ribwort plantain,Plantago lanceolata,ribwort plantain,Plantae,53178
43277327,Sat Apr 25 2020 17:31:10 GMT+0900 (GMT+9),2020-04-25,2020-04-25 08:31:10 UTC,Osaka,1704418,naturalist11843,2020-04-25 08:31:49 UTC,2020-04-25 08:31:59 UTC,needs_id,,https://www.inaturalist.org/observations/43277327,https://static.inaturalist.org/photos/68691535/medium.jpg,,"",,0,0,false,3,"大谷口, さいたま市南区, 埼玉県, JP",35.8560224255,139.6802304939,19,,,,19,,,false,,,,Vicia sativa,Common Vetch,Plantae,53324
43277399,Sat Apr 25 2020 17:32:12 GMT+0900 (GMT+9),2020-04-25,2020-04-25 08:32:12 UTC,Osaka,1704418,naturalist11843,2020-04-25 08:32:44 UTC,2022-01-27 15:53:03 UTC,research,,https://www.inaturalist.org/observations/43277399,https://static.inaturalist.org/photos/68691646/medium.jpg,,"",,1,0,false,3,"太田窪, さいたま市南区, 埼玉県, JP",35.8559238109,139.6799217989,25,,,,25,,,false,,,Murreva,Cymbalaria muralis,Ivy-leaved toadflax,Plantae,55727
44216279,Wed Apr 29 2020 12:29:10 GMT+0900 (GMT+9),2020-04-29,2020-04-29 03:29:10 UTC,Osaka,2024029,hika,2020-04-29 03:30:07 UTC,2020-04-29 09:38:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44216279,https://inaturalist-open-data.s3.amazonaws.com/photos/70104610/medium.jpg,,"",,2,0,false,3,"下落合, さいたま市中央区, 埼玉県, JP",35.8831995959,139.6395665502,10,,,,10,,,false,,,Patanga japonica,Patanga japonica,,Insecta,354752
44231793,Wed Apr 29 2020 16:54:34 GMT+0900 (GMT+9),2020-04-29,2020-04-29 07:54:34 UTC,Osaka,1263226,arozo,2020-04-29 07:55:22 UTC,2020-04-29 07:55:34 UTC,needs_id,,https://www.inaturalist.org/observations/44231793,https://static.inaturalist.org/photos/70130035/medium.jpg,,"",,0,0,false,3,"白幡6丁目, さいたま市南区, 埼玉県, JP",35.8379125921,139.6516722815,10,,,,10,,,false,,,,Rumex crispus,curled dock,Plantae,53197
44231995,Wed Apr 29 2020 17:01:17 GMT+0900 (GMT+9),2020-04-29,2020-04-29 08:01:17 UTC,Osaka,1263226,arozo,2020-04-29 08:01:29 UTC,2022-03-15 02:44:55 UTC,research,,https://www.inaturalist.org/observations/44231995,https://static.inaturalist.org/photos/70130543/medium.jpg,,"",,1,0,false,3,"白幡6丁目, さいたま市南区, 埼玉県, JP",35.8392023994,139.651427949,10,,,,10,,,false,,,Spitz-Wegerich,Plantago lanceolata,ribwort plantain,Plantae,53178
44935755,Mon May 04 2020 18:37:02 GMT+0900 (GMT+9),2020-05-04,2020-05-04 09:37:02 UTC,Osaka,1241023,rpyaaunl,2020-05-05 00:52:59 UTC,2021-09-09 23:00:48 UTC,needs_id,,https://www.inaturalist.org/observations/44935755,https://static.inaturalist.org/photos/71236911/medium.jpg,,"","So early in the afternoon I found what looked like a caterpillar transforming into a butterfly but looking closer I could see what looked like many baby caterpillars crawling around behind the larger caterpillar??  Later in the day I could see that the baby caterpillars had moved to the bottom and were covered in white.  So my question is what are they and what is going on?  For my mind it is all backwards.

Update:  The caterpillar is alive!  I saw it move.  What is this?",1,0,false,3,"Shimacho, Minuma-Ku, Saitama-Shi, Saitama, JP",35.9429644851,139.6608628285,34643,,,,34643,,,false,,,Microgastrinae,Microgastrinae,,Insecta,244423
45072554,Thu Mar 29 2018 02:04:55 GMT-0600 (MDT),2018-03-29,2018-03-29 08:04:55 UTC,Mountain Time (US & Canada),1438169,loggerhead88,2020-05-06 14:43:16 UTC,2020-05-06 14:52:20 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/45072554,https://inaturalist-open-data.s3.amazonaws.com/photos/71461505/medium.jpg,,"",,0,0,false,3,"Tsuji 2-Chōme, Minami-Ku, Saitama-Shi, Saitama, JP",35.8348636853,139.6614759132,65162,,,,65162,,,false,,,,Prunus serrulata,Japanese Cherry,Plantae,125742
45245473,Fri May 08 2020 16:31:44 GMT+0900 (GMT+9),2020-05-08,2020-05-08 07:31:44 UTC,Osaka,1704418,naturalist11843,2020-05-08 07:32:08 UTC,2020-05-08 08:37:16 UTC,research,,https://www.inaturalist.org/observations/45245473,https://static.inaturalist.org/photos/71739895/medium.jpg,,"",,1,0,false,3,"県道34号, さいたま市浦和区, 埼玉県, JP",35.8594243974,139.6622976253,47,,,,47,,,false,,,Indian Hawthorn,Rhaphiolepis indica,Indian Hawthorn,Plantae,179305
45357579,Tue May 05 2020 08:09:22 GMT+0900 (GMT+9),2020-05-05,2020-05-04 23:09:22 UTC,Osaka,1704418,naturalist11843,2020-05-09 12:41:40 UTC,2020-11-22 14:05:26 UTC,research,,https://www.inaturalist.org/observations/45357579,https://static.inaturalist.org/photos/71922049/medium.jpg,,"",,1,0,false,3,"谷田小学校, さいたま市南区, 埼玉県, JP",35.85603,139.67897,12,,,,12,,,false,,,Palmera excelsa,Trachycarpus fortunei,Chusan Palm,Plantae,64323
45743691,2020-05-07 8:34:18 AM GMT+09:00,2020-05-07,2020-05-06 23:34:18 UTC,Osaka,2421207,naturalist23336,2020-05-13 01:59:12 UTC,2020-09-07 12:09:56 UTC,research,,https://www.inaturalist.org/observations/45743691,https://static.inaturalist.org/photos/72546874/medium.jpeg,,"",They have characteristic petiole of Lasius spathepus.,2,0,false,2,"Ohara, Urawa Ward, Saitama, 330-0046, Japan",35.8940627636,139.64860484,552,,,,552,,,false,gps,gps,Lasius spathepus,Lasius spathepus,,Insecta,347960
45865677,2020/05/12 4:04 AM JST,2020-05-12,2020-05-11 19:04:00 UTC,Tokyo,2911521,sophiau,2020-05-14 13:05:00 UTC,2020-05-14 13:07:32 UTC,needs_id,,https://www.inaturalist.org/observations/45865677,https://static.inaturalist.org/photos/72740768/medium.jpeg,,"","растет вдоль дороги
рододендрон",0,0,false,,"Сайтама, Япония",35.8616486,139.6454782,18619,,,,18619,,,false,,,ツツジ属,Rhododendron,rhododendrons and azaleas,Plantae,49487
45953143,2020/05/13 12:56 AM JST,2020-05-13,2020-05-12 15:56:00 UTC,Tokyo,2911521,sophiau,2020-05-15 08:12:12 UTC,2021-03-27 09:37:42 UTC,research,,https://www.inaturalist.org/observations/45953143,https://static.inaturalist.org/photos/72883657/medium.jpeg,,"",большой клоп ел траву,2,0,false,,"Урава, Сайтама, Префектура Сайтама, Япония",35.8724149901,139.6542535602,32983,,,,32983,,,false,,,キマダラカメムシ,Erthesina fullo,Yellow-spotted Stink Bug,Insecta,359008
46200245,2020/05/13 12:56 AM JST,2020-05-13,2020-05-12 15:56:00 UTC,Tokyo,2911521,sophiau,2020-05-17 08:11:33 UTC,2020-05-17 08:11:51 UTC,needs_id,,https://www.inaturalist.org/observations/46200245,https://static.inaturalist.org/photos/73277196/medium.jpeg,,"",японская слива,0,0,false,,"Урава, Сайтама, Префектура Сайтама, Япония",35.8724149901,139.6542535602,32983,,,,32983,,,false,,,スモモ属,Prunus,"plums, cherries, and allies",Plantae,47351
46461940,Tue May 19 2020 16:00:05 GMT+0900 (GMT+9),2020-05-19,2020-05-19 07:00:05 UTC,Osaka,2994450,sfc_hy,2020-05-19 07:06:54 UTC,2020-10-22 13:37:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/46461940,https://inaturalist-open-data.s3.amazonaws.com/photos/73694707/medium.jpg,,"","",0,0,false,3,"大宮公園, さいたま市大宮区, 埼玉県, JP",35.9174517342,139.6319024767,239,,,,239,,,false,,,,Plantae,plants,Plantae,47126
46720491,Thu May 21 2020 20:14:39 GMT+0900 (GMT+9),2020-05-21,2020-05-21 11:14:39 UTC,Osaka,1651733,k181069,2020-05-21 13:48:37 UTC,2021-12-02 03:18:19 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/46720491,https://inaturalist-open-data.s3.amazonaws.com/photos/74099281/medium.jpg,,"",,1,0,false,3,"県道213号, さいたま市南区, 埼玉県, JP",35.84350333,139.64364667,5,,,,5,,,false,,,トクサ科,Equisetum,horsetails,Plantae,47746
46944522,Sat May 23 2020 18:19:11 GMT+0900 (GMT+9),2020-05-23,2020-05-23 09:19:11 UTC,Osaka,2994450,sfc_hy,2020-05-23 09:37:40 UTC,2021-05-22 12:57:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/46944522,https://inaturalist-open-data.s3.amazonaws.com/photos/74452578/medium.jpg,,"",,0,0,false,3,"大宮公園, さいたま市大宮区, 埼玉県, JP",35.9178909541,139.6301349007,42,,,,42,,,false,,,,Plantae,plants,Plantae,47126
