日付,都道府県コード,都道府県名,各地の感染者数_1日ごとの発表数,各地の感染者数_累計,各地の死者数_1日ごとの発表数,各地の死者数_累計,各地の直近1週間の人口10万人あたりの感染者数
2020/8/31,11,埼玉県,25,3923,0,89,4.57
2020/9/1,11,埼玉県,46,3969,1,90,4.72
2020/9/2,11,埼玉県,40,4009,0,90,4.53
2020/9/3,11,埼玉県,42,4051,0,90,4.16
2020/9/4,11,埼玉県,24,4075,0,90,3.73
2020/9/5,11,埼玉県,22,4097,3,93,3.28
2020/9/6,11,埼玉県,21,4118,0,93,2.99
2020/9/7,11,埼玉県,14,4132,1,94,2.84
2020/9/8,11,埼玉県,12,4144,1,95,2.38
2020/9/9,11,埼玉県,25,4169,2,97,2.18
2020/9/10,11,埼玉県,30,4199,0,97,2.01
2020/9/11,11,埼玉県,25,4224,0,97,2.03
2020/9/12,11,埼玉県,36,4260,0,97,2.22
2020/9/13,11,埼玉県,22,4282,0,97,2.23
2020/9/14,11,埼玉県,16,4298,0,97,2.26
2020/9/15,11,埼玉県,19,4317,0,97,2.35
2020/9/16,11,埼玉県,29,4346,0,97,2.41
2020/9/17,11,埼玉県,20,4366,0,97,2.27
2020/9/18,11,埼玉県,24,4390,2,99,2.26
2020/9/19,11,埼玉県,23,4413,1,100,2.08
2020/9/20,11,埼玉県,16,4429,0,100,2.0
2020/9/21,11,埼玉県,15,4444,0,100,1.99
2020/9/22,11,埼玉県,14,4458,0,100,1.92
2020/9/23,11,埼玉県,12,4470,0,100,1.69
2020/9/24,11,埼玉県,21,4491,0,100,1.7
2020/9/25,11,埼玉県,27,4518,0,100,1.74
2020/9/26,11,埼玉県,23,4541,0,100,1.74
2020/9/27,11,埼玉県,35,4576,1,101,2.0
2020/9/28,11,埼玉県,20,4596,0,101,2.07
2020/9/29,11,埼玉県,25,4621,1,102,2.22
2020/9/30,11,埼玉県,28,4649,0,102,2.44
2020/10/1,11,埼玉県,33,4682,0,102,2.6
2020/10/2,11,埼玉県,30,4712,0,102,2.64
2020/10/3,11,埼玉県,50,4762,0,102,3.01
2020/10/4,11,埼玉県,35,4797,0,102,3.01
2020/10/5,11,埼玉県,20,4817,0,102,3.01
2020/10/6,11,埼玉県,20,4837,0,102,2.94
2020/10/7,11,埼玉県,39,4876,0,102,3.09
2020/10/8,11,埼玉県,44,4920,0,102,3.24
2020/10/9,11,埼玉県,28,4948,0,102,3.21
2020/10/10,11,埼玉県,100,5048,0,102,3.89
2020/10/11,11,埼玉県,30,5078,0,102,3.82
2020/10/12,11,埼玉県,18,5096,0,102,3.8
2020/10/13,11,埼玉県,31,5127,0,102,3.95
2020/10/14,11,埼玉県,47,5174,0,102,4.05
2020/10/15,11,埼玉県,57,5231,0,102,4.23
2020/10/16,11,埼玉県,52,5283,1,103,4.56
2020/10/17,11,埼玉県,45,5328,0,103,3.81
2020/10/18,11,埼玉県,40,5368,0,103,3.95
2020/10/19,11,埼玉県,22,5390,0,103,4.0
2020/10/20,11,埼玉県,33,5423,0,103,4.03
2020/10/21,11,埼玉県,50,5473,0,103,4.07
2020/10/22,11,埼玉県,45,5518,0,103,3.9
2020/10/23,11,埼玉県,40,5558,1,104,3.74
2020/10/24,11,埼玉県,41,5599,1,105,3.69
2020/10/25,11,埼玉県,17,5616,0,105,3.37
2020/10/26,11,埼玉県,34,5650,1,106,3.54
2020/10/27,11,埼玉県,29,5679,0,106,3.48
2020/10/28,11,埼玉県,44,5723,0,106,3.4
2020/10/29,11,埼玉県,39,5762,0,106,3.32
2020/10/30,11,埼玉県,61,5823,0,106,3.61
2020/10/31,11,埼玉県,29,5852,1,107,3.44
2020/11/1,11,埼玉県,33,5885,0,107,3.66
2020/11/2,11,埼玉県,26,5911,1,108,3.55
2020/11/3,11,埼玉県,30,5941,1,109,3.56
2020/11/4,11,埼玉県,42,5983,1,110,3.54
2020/11/5,11,埼玉県,32,6015,1,111,3.44
2020/11/6,11,埼玉県,114,6129,0,111,4.16
2020/11/7,11,埼玉県,69,6198,1,112,4.71
2020/11/8,11,埼玉県,44,6242,0,112,4.86
2020/11/9,11,埼玉県,51,6293,0,112,5.2
2020/11/10,11,埼玉県,67,6360,1,113,5.7
2020/11/11,11,埼玉県,116,6476,0,113,6.71
2020/11/12,11,埼玉県,75,6551,1,114,7.29
2020/11/13,11,埼玉県,83,6634,5,119,6.87
2020/11/14,11,埼玉県,104,6738,0,119,7.35
2020/11/15,11,埼玉県,80,6818,0,119,7.84
2020/11/16,11,埼玉県,87,6905,2,121,8.33
2020/11/17,11,埼玉県,88,6993,1,122,8.61
2020/11/18,11,埼玉県,126,7119,3,125,8.75
2020/11/19,11,埼玉県,108,7227,2,127,9.2
2020/11/20,11,埼玉県,96,7323,3,130,9.37
2020/11/21,11,埼玉県,172,7495,1,131,10.3
2020/11/22,11,埼玉県,114,7609,1,132,10.76
2020/11/23,11,埼玉県,88,7697,0,132,10.78
2020/11/24,11,埼玉県,43,7740,2,134,10.16
2020/11/25,11,埼玉県,99,7839,3,137,9.8
2020/11/26,11,埼玉県,159,7998,1,138,10.49
2020/11/27,11,埼玉県,103,8101,1,139,10.59
2020/11/28,11,埼玉県,118,8219,0,139,9.85
2020/11/29,11,埼玉県,138,8357,0,139,10.18
2020/11/30,11,埼玉県,65,8422,2,141,9.86
2020/12/1,11,埼玉県,103,8525,3,144,10.68
2020/12/2,11,埼玉県,150,8675,2,146,11.37
2020/12/3,11,埼玉県,149,8824,2,148,11.24
2020/12/4,11,埼玉県,163,8987,5,153,12.05
2020/12/5,11,埼玉県,168,9155,0,153,12.73
2020/12/6,11,埼玉県,162,9317,3,156,13.06
2020/12/7,11,埼玉県,90,9407,3,159,13.4
2020/12/8,11,埼玉県,172,9579,3,162,14.34
2020/12/9,11,埼玉県,145,9724,5,167,14.27
2020/12/10,11,埼玉県,187,9911,1,168,14.79
2020/12/11,11,埼玉県,184,10095,2,170,15.07
2020/12/12,11,埼玉県,199,10294,0,170,15.5
2020/12/13,11,埼玉県,143,10437,1,171,15.24
2020/12/14,11,埼玉県,102,10539,2,173,15.4
2020/12/15,11,埼玉県,170,10709,1,174,15.37
2020/12/16,11,埼玉県,179,10888,0,174,15.84
2020/12/17,11,埼玉県,196,11084,3,177,15.96
2020/12/18,11,埼玉県,201,11285,0,177,16.19
2020/12/19,11,埼玉県,226,11511,0,177,16.56
2020/12/20,11,埼玉県,158,11669,0,177,16.76
2020/12/21,11,埼玉県,117,11786,3,180,16.97
2020/12/22,11,埼玉県,196,11982,3,183,17.32
2020/12/23,11,埼玉県,230,12212,3,186,18.01
2020/12/24,11,埼玉県,251,12463,6,192,18.76
2020/12/25,11,埼玉県,296,12759,1,193,20.05
2020/12/26,11,埼玉県,265,13024,0,193,20.59
2020/12/27,11,埼玉県,211,13235,6,199,21.31
2020/12/28,11,埼玉県,184,13419,0,199,22.22
2020/12/29,11,埼玉県,298,13717,6,205,23.61
2020/12/30,11,埼玉県,244,13961,1,206,23.8
2020/12/31,11,埼玉県,330,14291,2,208,24.87
2021/1/1,11,埼玉県,220,14511,3,211,23.84
2021/1/2,11,埼玉県,213,14724,0,211,23.13
2021/1/3,11,埼玉県,205,14929,4,215,23.05
2021/1/4,11,埼玉県,243,15172,5,220,23.85
2021/1/5,11,埼玉県,368,15540,6,226,24.8
2021/1/6,11,埼玉県,394,15934,4,230,26.84
2021/1/7,11,埼玉県,459,16393,8,238,28.6
2021/1/8,11,埼玉県,496,16889,6,244,32.35
2021/1/9,11,埼玉県,517,17406,0,244,36.49
2021/1/10,11,埼玉県,414,17820,0,244,39.33
2021/1/11,11,埼玉県,346,18166,1,245,40.73
2021/1/12,11,埼玉県,260,18426,5,250,39.27
2021/1/13,11,埼玉県,391,18817,7,257,39.22
2021/1/14,11,埼玉県,455,19272,1,258,39.17
2021/1/15,11,埼玉県,489,19761,2,260,39.07
2021/1/16,11,埼玉県,582,20343,6,266,39.96
2021/1/17,11,埼玉県,433,20776,4,270,40.22
2021/1/18,11,埼玉県,328,21104,5,275,39.97
2021/1/19,11,埼玉県,421,21525,10,285,42.16
2021/1/20,11,埼玉県,411,21936,7,292,42.44
2021/1/21,11,埼玉県,435,22371,1,293,42.16
2021/1/22,11,埼玉県,358,22729,11,304,40.38
2021/1/23,11,埼玉県,325,23054,0,304,36.88
2021/1/24,11,埼玉県,285,23339,5,309,34.87
2021/1/25,11,埼玉県,250,23589,2,311,33.81
2021/1/26,11,埼玉県,253,23842,9,320,31.52
2021/1/27,11,埼玉県,247,24089,2,322,29.29
2021/1/28,11,埼玉県,291,24380,9,331,27.33
2021/1/29,11,埼玉県,256,24636,1,332,25.95
2021/1/30,11,埼玉県,304,24940,11,343,25.66
2021/1/31,11,埼玉県,242,25182,9,352,25.07
2021/2/1,11,埼玉県,159,25341,7,359,23.84
2021/2/2,11,埼玉県,247,25588,9,368,23.76
2021/2/3,11,埼玉県,257,25845,10,378,23.89
2021/2/4,11,埼玉県,241,26086,10,388,23.21
2021/2/5,11,埼玉県,227,26313,11,399,22.82
2021/2/6,11,埼玉県,205,26518,6,405,21.47
2021/2/7,11,埼玉県,187,26705,4,409,20.72
2021/2/8,11,埼玉県,120,26825,8,417,20.19
2021/2/9,11,埼玉県,173,26998,13,430,19.18
2021/2/10,11,埼玉県,169,27167,13,443,17.99
2021/2/11,11,埼玉県,172,27339,9,452,17.05
2021/2/12,11,埼玉県,124,27463,4,456,15.65
2021/2/13,11,埼玉県,163,27626,4,460,15.07
2021/2/14,11,埼玉県,131,27757,3,463,14.31
2021/2/15,11,埼玉県,94,27851,12,475,13.96
2021/2/16,11,埼玉県,114,27965,10,485,13.16
2021/2/17,11,埼玉県,130,28095,5,490,12.63
2021/2/18,11,埼玉県,210,28305,8,498,13.14
2021/2/19,11,埼玉県,141,28446,6,504,13.37
2021/2/20,11,埼玉県,121,28567,10,514,12.8
2021/2/21,11,埼玉県,84,28651,7,521,12.16
2021/2/22,11,埼玉県,101,28752,5,526,12.26
2021/2/23,11,埼玉県,105,28857,5,531,12.14
2021/2/24,11,埼玉県,59,28916,3,534,11.17
2021/2/25,11,埼玉県,111,29027,7,541,9.82
2021/2/26,11,埼玉県,100,29127,9,550,9.27
2021/2/27,11,埼玉県,118,29245,9,559,9.22
2021/2/28,11,埼玉県,97,29342,6,565,9.4
2021/3/1,11,埼玉県,61,29403,7,572,8.86
2021/3/2,11,埼玉県,102,29505,11,583,8.82
2021/3/3,11,埼玉県,98,29603,8,591,9.35
2021/3/4,11,埼玉県,123,29726,7,598,9.51
2021/3/5,11,埼玉県,90,29816,13,611,9.37
2021/3/6,11,埼玉県,113,29929,7,618,9.31
2021/3/7,11,埼玉県,123,30052,8,626,9.66
2021/3/8,11,埼玉県,65,30117,4,630,9.71
2021/3/9,11,埼玉県,106,30223,8,638,9.77
2021/3/10,11,埼玉県,135,30358,2,640,10.27
2021/3/11,11,埼玉県,126,30484,2,642,10.31
2021/3/12,11,埼玉県,155,30639,5,647,11.2
2021/3/13,11,埼玉県,183,30822,8,655,12.15
2021/3/14,11,埼玉県,77,30899,9,664,11.52
2021/3/15,11,埼玉県,72,30971,7,671,11.62
2021/3/16,11,埼玉県,96,31067,5,676,11.48
2021/3/17,11,埼玉県,132,31199,0,676,11.44
2021/3/18,11,埼玉県,115,31314,1,677,11.29
2021/3/19,11,埼玉県,135,31449,1,678,11.02
2021/3/20,11,埼玉県,133,31582,3,681,10.34
2021/3/21,11,埼玉県,79,31661,8,689,10.37
2021/3/22,11,埼玉県,60,31721,2,691,10.2
2021/3/23,11,埼玉県,136,31857,0,691,10.75
2021/3/24,11,埼玉県,121,31978,0,691,10.6
2021/3/25,11,埼玉県,113,32091,0,691,10.57
2021/3/26,11,埼玉県,135,32226,5,696,10.57
2021/3/27,11,埼玉県,124,32350,3,699,10.45
2021/3/28,11,埼玉県,114,32464,0,699,10.93
2021/3/29,11,埼玉県,102,32566,0,699,11.5
2021/3/30,11,埼玉県,107,32673,1,700,11.1
2021/3/31,11,埼玉県,152,32825,0,700,11.52
2021/4/1,11,埼玉県,132,32957,1,701,11.78
2021/4/2,11,埼玉県,163,33120,2,703,12.16
2021/4/3,11,埼玉県,148,33268,0,703,12.49
2021/4/4,11,埼玉県,135,33403,1,704,12.78
2021/4/5,11,埼玉県,86,33489,0,704,12.56
2021/4/6,11,埼玉県,116,33605,5,709,12.68
2021/4/7,11,埼玉県,158,33763,2,711,12.76
2021/4/8,11,埼玉県,154,33917,3,714,13.06
2021/4/9,11,埼玉県,131,34048,0,714,12.63
2021/4/10,11,埼玉県,141,34189,1,715,12.53
2021/4/11,11,埼玉県,139,34328,0,715,12.59
2021/4/12,11,埼玉県,96,34424,2,717,12.72
2021/4/13,11,埼玉県,156,34580,3,720,13.27
2021/4/14,11,埼玉県,145,34725,1,721,13.09
2021/4/15,11,埼玉県,188,34913,1,722,13.55
2021/4/16,11,埼玉県,163,35076,4,726,13.99
2021/4/17,11,埼玉県,207,35283,2,728,14.88
2021/4/18,11,埼玉県,166,35449,0,728,15.25
2021/4/19,11,埼玉県,118,35567,5,733,15.55
2021/4/20,11,埼玉県,207,35774,2,735,16.24
2021/4/21,11,埼玉県,227,36001,0,735,17.36
2021/4/22,11,埼玉県,233,36234,0,735,17.97
2021/4/23,11,埼玉県,207,36441,0,735,18.57
2021/4/24,11,埼玉県,229,36670,3,738,18.87
2021/4/25,11,埼玉県,210,36880,0,738,19.47
2021/4/26,11,埼玉県,109,36989,1,739,19.35
2021/4/27,11,埼玉県,183,37172,1,740,19.02
2021/4/28,11,埼玉県,224,37396,5,745,18.98
2021/4/29,11,埼玉県,256,37652,0,745,19.29
2021/4/30,11,埼玉県,146,37798,0,745,18.46
2021/5/1,11,埼玉県,236,38034,0,745,18.56
2021/5/2,11,埼玉県,290,38324,0,745,19.65
2021/5/3,11,埼玉県,198,38522,1,746,20.86
2021/5/4,11,埼玉県,185,38707,0,746,20.88
2021/5/5,11,埼玉県,165,38872,0,746,20.08
2021/5/6,11,埼玉県,179,39051,1,747,19.03
2021/5/7,11,埼玉県,238,39289,1,748,20.29
2021/5/8,11,埼玉県,284,39573,1,749,20.94
2021/5/9,11,埼玉県,279,39852,2,751,20.79
2021/5/10,11,埼玉県,155,40007,1,752,20.2
2021/5/11,11,埼玉県,278,40285,2,754,21.47
2021/5/12,11,埼玉県,259,40544,2,756,22.75
2021/5/13,11,埼玉県,289,40833,2,758,24.24
2021/5/14,11,埼玉県,256,41089,0,758,24.49
2021/5/15,11,埼玉県,246,41335,4,762,23.97
2021/5/16,11,埼玉県,216,41551,0,762,23.12
2021/5/17,11,埼玉県,135,41686,4,766,22.84
2021/5/18,11,埼玉県,186,41872,1,767,21.59
2021/5/19,11,埼玉県,192,42064,3,770,20.68
2021/5/20,11,埼玉県,228,42292,1,771,19.85
2021/5/21,11,埼玉県,182,42474,3,774,18.84
2021/5/22,11,埼玉県,181,42655,2,776,17.96
2021/5/23,11,埼玉県,164,42819,0,776,17.25
2021/5/24,11,埼玉県,83,42902,1,777,16.54
2021/5/25,11,埼玉県,128,43030,0,777,15.76
2021/5/26,11,埼玉県,164,43194,0,777,15.37
2021/5/27,11,埼玉県,130,43324,2,779,14.04
2021/5/28,11,埼玉県,105,43429,3,782,12.99
2021/5/29,11,埼玉県,155,43584,2,784,12.64
2021/5/30,11,埼玉県,122,43706,0,784,12.07
2021/5/31,11,埼玉県,67,43773,0,784,11.85
2021/6/1,11,埼玉県,114,43887,4,788,11.66
2021/6/2,11,埼玉県,132,44019,4,792,11.22
2021/6/3,11,埼玉県,122,44141,2,794,11.12
2021/6/4,11,埼玉県,102,44243,3,797,11.07
2021/6/5,11,埼玉県,119,44362,3,800,10.59
2021/6/6,11,埼玉県,81,44443,1,801,10.03
2021/6/7,11,埼玉県,44,44487,1,802,9.71
2021/6/8,11,埼玉県,83,44570,4,806,9.29
2021/6/9,11,埼玉県,121,44691,2,808,9.14
2021/6/10,11,埼玉県,110,44801,4,812,8.98
2021/6/11,11,埼玉県,87,44888,2,814,8.78
2021/6/12,11,埼玉県,83,44971,1,815,8.29
2021/6/13,11,埼玉県,65,45036,2,817,8.07
2021/6/14,11,埼玉県,41,45077,2,819,8.03
2021/6/15,11,埼玉県,70,45147,2,821,7.85
2021/6/16,11,埼玉県,87,45234,2,823,7.39
2021/6/17,11,埼玉県,78,45312,2,825,6.95
2021/6/18,11,埼玉県,64,45376,1,826,6.64
2021/6/19,11,埼玉県,79,45455,0,826,6.59
2021/6/20,11,埼玉県,72,45527,0,826,6.68
2021/6/21,11,埼玉県,53,45580,0,826,6.84
2021/6/22,11,埼玉県,93,45673,1,827,7.16
2021/6/23,11,埼玉県,108,45781,1,828,7.44
2021/6/24,11,埼玉県,119,45900,1,829,8.0
2021/6/25,11,埼玉県,100,46000,1,830,8.49
2021/6/26,11,埼玉県,96,46096,0,830,8.72
2021/6/27,11,埼玉県,85,46181,0,830,8.9
2021/6/28,11,埼玉県,68,46249,0,830,9.1
2021/6/29,11,埼玉県,76,46325,1,831,8.87
2021/6/30,11,埼玉県,109,46434,0,831,8.88
2021/7/1,11,埼玉県,142,46576,1,832,9.2
2021/7/2,11,埼玉県,125,46701,0,832,9.54
2021/7/3,11,埼玉県,115,46816,0,832,9.8
2021/7/4,11,埼玉県,124,46940,0,832,10.33
2021/7/5,11,埼玉県,76,47016,0,832,10.44
2021/7/6,11,埼玉県,137,47153,0,832,11.27
2021/7/7,11,埼玉県,157,47310,2,834,11.92
2021/7/8,11,埼玉県,155,47465,1,835,12.1
2021/7/9,11,埼玉県,150,47615,1,836,12.44
2021/7/10,11,埼玉県,147,47762,1,837,12.87
2021/7/11,11,埼玉県,163,47925,1,838,13.4
2021/7/12,11,埼玉県,110,48035,0,838,13.86
2021/7/13,11,埼玉県,178,48213,2,840,14.42
2021/7/14,11,埼玉県,243,48456,0,840,15.59
2021/7/15,11,埼玉県,328,48784,1,841,17.95
2021/7/16,11,埼玉県,290,49074,1,842,19.85
2021/7/17,11,埼玉県,318,49392,0,842,22.18
2021/7/18,11,埼玉県,285,49677,0,842,23.84
2021/7/19,11,埼玉県,199,49876,1,843,25.05
2021/7/20,11,埼玉県,314,50190,2,845,26.9
2021/7/21,11,埼玉県,381,50571,0,845,28.78
2021/7/22,11,埼玉県,510,51081,0,845,31.25
2021/7/23,11,埼玉県,401,51482,0,845,32.76
2021/7/24,11,埼玉県,345,51827,1,846,33.13
2021/7/25,11,埼玉県,449,52276,0,846,35.36
2021/7/26,11,埼玉県,449,52725,0,846,38.76
2021/7/27,11,埼玉県,593,53318,1,847,42.56
2021/7/28,11,埼玉県,869,54187,0,847,49.2
2021/7/29,11,埼玉県,864,55051,1,848,54.01
2021/7/30,11,埼玉県,853,55904,0,848,60.16
2021/7/31,11,埼玉県,1036,56940,1,849,69.56
2021/8/1,11,埼玉県,898,57838,0,849,75.67
2021/8/2,11,埼玉県,762,58600,2,851,79.93
2021/8/3,11,埼玉県,1053,59653,0,851,86.19
2021/8/4,11,埼玉県,1188,60841,0,851,90.53
2021/8/5,11,埼玉県,1220,62061,1,852,95.37
2021/8/6,11,埼玉県,1215,63276,1,853,100.3
2021/8/7,11,埼玉県,1449,64725,1,854,105.92
2021/8/8,11,埼玉県,1364,66089,0,854,112.26
2021/8/9,11,埼玉県,1160,67249,1,855,117.67
2021/8/10,11,埼玉県,1166,68415,2,857,119.21
2021/8/11,11,埼玉県,1227,69642,1,858,119.74
2021/8/12,11,埼玉県,1528,71170,0,858,123.93
2021/8/13,11,埼玉県,1695,72865,0,858,130.46
2021/8/14,11,埼玉県,1800,74665,1,859,135.24
2021/8/15,11,埼玉県,1773,76438,1,860,140.8
2021/8/16,11,埼玉県,1301,77739,4,864,142.72
2021/8/17,11,埼玉県,1633,79372,0,864,149.07
2021/8/18,11,埼玉県,1451,80823,0,864,152.12
2021/8/19,11,埼玉県,2169,82992,2,866,160.84
2021/8/20,11,埼玉県,1824,84816,2,868,162.6
2021/8/21,11,埼玉県,1875,86691,0,868,163.62
2021/8/22,11,埼玉県,1695,88386,1,869,162.56
2021/8/23,11,埼玉県,1331,89717,1,870,162.97
2021/8/24,11,埼玉県,1316,91033,5,875,158.65
2021/8/25,11,埼玉県,1614,92647,2,877,160.87
2021/8/26,11,埼玉県,1707,94354,5,882,154.59
2021/8/27,11,埼玉県,1524,95878,5,887,150.5
2021/8/28,11,埼玉県,1608,97486,1,888,146.87
2021/8/29,11,埼玉県,1463,98949,1,889,143.71
2021/8/30,11,埼玉県,1106,100055,0,889,140.65
2021/8/31,11,埼玉県,996,101051,4,893,136.3
2021/9/1,11,埼玉県,1201,102252,4,897,130.68
2021/9/2,11,埼玉県,1113,103365,2,899,122.6
2021/9/3,11,埼玉県,923,104288,6,905,114.42
2021/9/4,11,埼玉県,1075,105363,0,905,107.17
2021/9/5,11,埼玉県,817,106180,3,908,98.38
2021/9/6,11,埼玉県,450,106630,2,910,89.46
2021/9/7,11,埼玉県,647,107277,4,914,84.71
2021/9/8,11,埼玉県,778,108055,5,919,78.95
2021/9/9,11,埼玉県,697,108752,7,926,73.29
2021/9/10,11,埼玉県,556,109308,8,934,68.3
2021/9/11,11,埼玉県,780,110088,6,940,64.29
2021/9/12,11,埼玉県,504,110592,1,941,60.03
2021/9/13,11,埼玉県,251,110843,8,949,57.32
2021/9/14,11,埼玉県,506,111349,7,956,55.4
2021/9/15,11,埼玉県,513,111862,4,960,51.8
2021/9/16,11,埼玉県,360,112222,2,962,47.21
2021/9/17,11,埼玉県,348,112570,7,969,44.38
2021/9/18,11,埼玉県,261,112831,1,970,37.32
2021/9/19,11,埼玉県,224,113055,1,971,33.51
2021/9/20,11,埼玉県,155,113210,3,974,32.2
2021/9/21,11,埼玉県,121,113331,7,981,26.97
2021/9/22,11,埼玉県,192,113523,3,984,22.6
2021/9/23,11,埼玉県,239,113762,4,988,20.95
2021/9/24,11,埼玉県,141,113903,4,992,18.14
2021/9/25,11,埼玉県,211,114114,0,992,17.46
2021/9/26,11,埼玉県,131,114245,2,994,16.19
2021/9/27,11,埼玉県,78,114323,4,998,15.14
2021/9/28,11,埼玉県,97,114420,4,1002,14.82
2021/9/29,11,埼玉県,153,114573,1,1003,14.29
2021/9/30,11,埼玉県,94,114667,1,1004,12.31
2021/10/1,11,埼玉県,105,114772,3,1007,11.82
2021/10/2,11,埼玉県,73,114845,1,1008,9.95
2021/10/3,11,埼玉県,50,114895,0,1008,8.84
2021/10/4,11,埼玉県,43,114938,2,1010,8.37
2020/1/16,12,千葉県,0,0,0,0,
2020/1/17,12,千葉県,0,0,0,0,
2020/1/18,12,千葉県,0,0,0,0,
2020/1/19,12,千葉県,0,0,0,0,
2020/1/20,12,千葉県,0,0,0,0,
2020/1/21,12,千葉県,0,0,0,0,
2020/1/22,12,千葉県,0,0,0,0,0.0
2020/1/23,12,千葉県,0,0,0,0,0.0
2020/1/24,12,千葉県,0,0,0,0,0.0
2020/1/25,12,千葉県,0,0,0,0,0.0
2020/1/26,12,千葉県,0,0,0,0,0.0
2020/1/27,12,千葉県,0,0,0,0,0.0
2020/1/28,12,千葉県,0,0,0,0,0.0
2020/1/29,12,千葉県,0,0,0,0,0.0
2020/1/30,12,千葉県,0,0,0,0,0.0
2020/1/31,12,千葉県,1,1,0,0,0.02
2020/2/1,12,千葉県,0,1,0,0,0.02
2020/2/2,12,千葉県,0,1,0,0,0.02
2020/2/3,12,千葉県,0,1,0,0,0.02
2020/2/4,12,千葉県,1,2,0,0,0.03
2020/2/5,12,千葉県,1,3,0,0,0.05
2020/2/6,12,千葉県,0,3,0,0,0.05
2020/2/7,12,千葉県,0,3,0,0,0.03
2020/2/8,12,千葉県,0,3,0,0,0.03
2020/2/9,12,千葉県,0,3,0,0,0.03
2020/2/10,12,千葉県,0,3,0,0,0.03
2020/2/11,12,千葉県,0,3,0,0,0.02
2020/2/12,12,千葉県,0,3,0,0,0.0
2020/2/13,12,千葉県,1,4,0,0,0.02
2020/2/14,12,千葉県,0,4,0,0,0.02
2020/2/15,12,千葉県,0,4,0,0,0.02
2020/2/16,12,千葉県,0,4,0,0,0.02
2020/2/17,12,千葉県,0,4,0,0,0.02
2020/2/18,12,千葉県,0,4,0,0,0.02
2020/2/19,12,千葉県,0,4,0,0,0.02
2020/2/20,12,千葉県,1,5,0,0,0.02
2020/2/21,12,千葉県,1,6,0,0,0.03
2020/2/22,12,千葉県,3,9,0,0,0.08
2020/2/23,12,千葉県,1,10,0,0,0.1
2020/2/24,12,千葉県,0,10,0,0,0.1
2020/2/25,12,千葉県,0,10,0,0,0.1
2020/2/26,12,千葉県,3,13,0,0,0.14
2020/2/27,12,千葉県,0,13,0,0,0.13
2020/2/28,12,千葉県,0,13,0,0,0.11
2020/2/29,12,千葉県,0,13,0,0,0.06
2020/3/1,12,千葉県,1,14,0,0,0.06
2020/3/2,12,千葉県,0,14,0,0,0.06
2020/3/3,12,千葉県,0,14,0,0,0.06
2020/3/4,12,千葉県,1,15,0,0,0.03
2020/3/5,12,千葉県,0,15,0,0,0.03
2020/3/6,12,千葉県,2,17,0,0,0.06
2020/3/7,12,千葉県,4,21,0,0,0.13
2020/3/8,12,千葉県,0,21,0,0,0.11
2020/3/9,12,千葉県,1,22,0,0,0.13
2020/3/10,12,千葉県,1,23,0,0,0.14
2020/3/11,12,千葉県,2,25,0,0,0.16
2020/3/12,12,千葉県,2,27,0,0,0.19
2020/3/13,12,千葉県,2,29,0,0,0.19
2020/3/14,12,千葉県,2,31,0,0,0.16
2020/3/15,12,千葉県,0,31,0,0,0.16
2020/3/16,12,千葉県,0,31,0,0,0.14
2020/3/17,12,千葉県,0,31,0,0,0.13
2020/3/18,12,千葉県,2,33,0,0,0.13
2020/3/19,12,千葉県,3,36,0,0,0.14
2020/3/20,12,千葉県,5,41,0,0,0.19
2020/3/21,12,千葉県,1,42,0,0,0.18
2020/3/22,12,千葉県,2,44,0,0,0.21
2020/3/23,12,千葉県,3,47,0,0,0.26
2020/3/24,12,千葉県,1,48,0,0,0.27
2020/3/25,12,千葉県,5,53,0,0,0.32
2020/3/26,12,千葉県,3,56,0,0,0.32
2020/3/27,12,千葉県,7,63,0,0,0.35
2020/3/28,12,千葉県,62,125,1,1,1.33
2020/3/29,12,千葉県,33,158,0,1,1.82
2020/3/30,12,千葉県,0,158,0,1,1.77
2020/3/31,12,千葉県,13,171,0,1,1.97
2020/4/1,12,千葉県,14,185,0,1,2.11
2020/4/2,12,千葉県,5,190,0,1,2.14
2020/4/3,12,千葉県,20,210,0,1,2.35
2020/4/4,12,千葉県,26,236,0,1,1.77
2020/4/5,12,千葉県,26,262,0,1,1.66
2020/4/6,12,千葉県,18,280,0,1,1.95
2020/4/7,12,千葉県,13,293,0,1,1.95
2020/4/8,12,千葉県,34,327,0,1,2.27
2020/4/9,12,千葉県,30,357,0,1,2.67
2020/4/10,12,千葉県,33,390,1,2,2.88
2020/4/11,12,千葉県,36,426,2,4,3.04
2020/4/12,12,千葉県,44,470,1,5,3.32
2020/4/13,12,千葉県,19,489,0,5,3.34
2020/4/14,12,千葉県,16,505,1,6,3.39
2020/4/15,12,千葉県,35,540,1,7,3.4
2020/4/16,12,千葉県,58,598,0,7,3.85
2020/4/17,12,千葉県,35,633,1,8,3.88
2020/4/18,12,千葉県,34,667,2,10,3.85
2020/4/19,12,千葉県,18,685,1,11,3.44
2020/4/20,12,千葉県,22,707,0,11,3.48
2020/4/21,12,千葉県,21,728,2,13,3.56
2020/4/22,12,千葉県,20,748,3,16,3.32
2020/4/23,12,千葉県,24,772,2,18,2.78
2020/4/24,12,千葉県,18,790,3,21,2.51
2020/4/25,12,千葉県,8,798,1,22,2.09
2020/4/26,12,千葉県,8,806,4,26,1.93
2020/4/27,12,千葉県,7,813,3,29,1.69
